# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
4.629397e+05 0.100000  4.629330e+05 0.171213 0 2e-01  4.629297e+05 0.101210 0 2e-01
5.029734e+05 0.100000  5.029743e+05 0.181321 0 2e-01  5.029680e+05 0.101123 0 2e-01
5.464691e+05 0.100000  5.464559e+05 0.192861 0 2e-01  5.464675e+05 0.101077 0 2e-01
5.937262e+05 0.100000  5.937090e+05 0.205168 0 2e-01  5.937218e+05 0.100898 0 2e-01
6.450699e+05 0.100000  6.450564e+05 0.217872 0 5e-01  6.450723e+05 0.100844 0 2e-01
7.008537e+05 0.100000  7.008474e+05 0.230672 0 5e-01  7.008459e+05 0.100741 0 2e-01
7.614616e+05 0.100000  7.614573e+05 0.241354 0 5e-01  7.614424e+05 0.100713 0 2e-01
8.273106e+05 0.100000  8.272944e+05 0.247794 0 5e-01  8.273120e+05 0.100445 0 2e-01
8.988541e+05 0.100000  8.988326e+05 0.248538 0 5e-01  8.988435e+05 0.100344 0 2e-01
9.765844e+05 0.100000  9.765836e+05 0.241858 0 5e-01  9.765719e+05 0.100214 0 2e-01
1.061037e+06 0.100000  1.061015e+06 0.230002 0 5e-01  1.061012e+06 0.099982 0 2e-01
1.152792e+06 0.100000  1.152767e+06 0.213110 0 5e-01  1.152773e+06 0.099490 0 1e-01
1.252482e+06 0.100000  1.252484e+06 0.193732 0 5e-01  1.252461e+06 0.099132 0 1e-01
1.360793e+06 0.100000  1.360794e+06 0.171814 0 2e-01  1.360760e+06 0.098812 0 1e-01
1.478471e+06 0.100000  1.478438e+06 0.147571 0 2e-01  1.478459e+06 0.098338 0 1e-01
1.606325e+06 0.100000  1.606322e+06 0.120031 0 2e-01  1.606300e+06 0.097818 0 1e-01
1.745235e+06 0.100000  1.745244e+06 0.092563 0 2e-01  1.745248e+06 0.097256 0 1e-01
1.896158e+06 0.100000  1.896166e+06 0.068540 0 1e-01  1.896174e+06 0.096034 0 1e-01
2.060133e+06 0.100000  2.060072e+06 0.049599 0 1e-01  2.060065e+06 0.095356 0 1e-01
2.238287e+06 0.100000  2.238216e+06 0.034960 0 5e-02  2.238234e+06 0.094044 0 1e-01
2.431848e+06 0.100000  2.431806e+06 0.024642 0 5e-02  2.431794e+06 0.092910 0 1e-01
2.642147e+06 0.100000  2.642119e+06 0.017140 0 5e-02  2.642085e+06 0.091515 0 1e-01
2.870632e+06 0.100000  2.870533e+06 0.011352 0 2e-02  2.870518e+06 0.089829 0 1e-01
3.118877e+06 0.100000  3.118695e+06 0.007862 0 2e-02  3.118941e+06 0.087825 0 1e-01
3.388588e+06 0.100000  3.388397e+06 0.004908 0 1e-02  3.388484e+06 0.085853 0 1e-01
3.681624e+06 0.100000  3.681299e+06 0.003386 0 1e-02  3.681592e+06 0.083230 0 1e-01
4.000000e+06 0.100000  4.000527e+06 0.002241 0 1e-02  4.000181e+06 0.080801 0 1e-01
