# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
4.931377e+04 0.100000  4.931044e+04 0.000667 0 1e-02  4.931353e+04 0.101570 0 2e-01
5.357828e+04 0.100000  5.357258e+04 0.000731 0 1e-02  5.357807e+04 0.101568 0 2e-01
5.821158e+04 0.100000  5.820864e+04 0.000765 0 1e-02  5.821104e+04 0.101614 0 2e-01
6.324555e+04 0.100000  6.324554e+04 0.000857 0 1e-02  6.324398e+04 0.101595 0 2e-01
6.871485e+04 0.100000  6.870850e+04 0.000916 0 1e-02  6.871507e+04 0.101627 0 2e-01
7.465711e+04 0.100000  7.465967e+04 0.000984 0 1e-02  7.465560e+04 0.101659 0 2e-01
8.111325e+04 0.100000  8.110668e+04 0.001075 0 1e-02  8.111353e+04 0.101690 0 2e-01
8.812769e+04 0.100000  8.812741e+04 0.001181 0 1e-02  8.812803e+04 0.101692 0 2e-01
9.574872e+04 0.100000  9.574404e+04 0.001279 0 1e-02  9.574643e+04 0.101737 0 2e-01
1.040288e+05 0.100000  1.040305e+05 0.001388 0 1e-02  1.040288e+05 0.101740 0 2e-01
1.130249e+05 0.100000  1.130277e+05 0.001490 0 1e-02  1.130244e+05 0.101732 0 2e-01
1.227990e+05 0.100000  1.227976e+05 0.001628 0 1e-02  1.227982e+05 0.101658 0 2e-01
1.334183e+05 0.100000  1.334225e+05 0.001760 0 1e-02  1.334151e+05 0.101596 0 2e-01
1.449559e+05 0.100000  1.449547e+05 0.001919 0 1e-02  1.449539e+05 0.101524 0 2e-01
1.574913e+05 0.100000  1.574869e+05 0.002090 0 1e-02  1.574872e+05 0.101444 0 2e-01
1.711107e+05 0.100000  1.711135e+05 0.002281 0 1e-02  1.711086e+05 0.101458 0 2e-01
1.859079e+05 0.100000  1.858991e+05 0.002465 0 1e-02  1.859084e+05 0.101464 0 2e-01
2.019847e+05 0.100000  2.019752e+05 0.002709 0 1e-02  2.019855e+05 0.101463 0 2e-01
2.194517e+05 0.100000  2.194433e+05 0.002935 0 1e-02  2.194527e+05 0.101472 0 2e-01
2.384293e+05 0.100000  2.384268e+05 0.003192 0 1e-02  2.384254e+05 0.101403 0 2e-01
2.590480e+05 0.100000  2.590438e+05 0.003438 0 1e-02  2.590412e+05 0.101442 0 2e-01
2.814497e+05 0.100000  2.814377e+05 0.003760 0 1e-02  2.814452e+05 0.101422 0 2e-01
3.057887e+05 0.100000  3.057901e+05 0.004086 0 1e-02  3.057875e+05 0.101381 0 2e-01
3.322324e+05 0.100000  3.322285e+05 0.004431 0 1e-02  3.322246e+05 0.101444 0 2e-01
3.609629e+05 0.100000  3.609587e+05 0.004821 0 1e-02  3.609617e+05 0.101343 0 2e-01
3.921780e+05 0.100000  3.921776e+05 0.005207 0 1e-02  3.921791e+05 0.101233 0 2e-01
4.260924e+05 0.100000  4.260943e+05 0.005622 0 1e-02  4.260903e+05 0.101301 0 2e-01
4.629397e+05 0.100000  4.629273e+05 0.006068 0 1e-02  4.629279e+05 0.101249 0 2e-01
5.029734e+05 0.100000  5.029745e+05 0.006595 0 1e-02  5.029727e+05 0.101168 0 2e-01
5.464691e+05 0.100000  5.464659e+05 0.007178 0 1e-02  5.464577e+05 0.100976 0 2e-01
5.937262e+05 0.100000  5.937066e+05 0.007815 0 1e-02  5.937108e+05 0.100928 0 2e-01
6.450699e+05 0.100000  6.450796e+05 0.008607 0 1e-02  6.450608e+05 0.100789 0 2e-01
7.008537e+05 0.100000  7.008543e+05 0.009564 0 1e-02  7.008452e+05 0.100628 0 2e-01
7.614616e+05 0.100000  7.614403e+05 0.011088 0 2e-02  7.614484e+05 0.100610 0 5e-01
8.273106e+05 0.100000  8.273036e+05 0.012542 0 2e-02  8.272914e+05 0.100365 0 2e-01
8.988541e+05 0.100000  8.988469e+05 0.014314 0 2e-02  8.988366e+05 0.100235 0 2e-01
9.765844e+05 0.100000  9.766121e+05 0.016092 0 2e-02  9.765733e+05 0.099901 0 2e-01
1.061037e+06 0.100000  1.061054e+06 0.017789 0 2e-02  1.061033e+06 0.099596 0 1e-01
1.152792e+06 0.100000  1.152773e+06 0.019105 0 2e-02  1.152799e+06 0.099228 0 1e-01
1.252482e+06 0.100000  1.252481e+06 0.019985 0 2e-02  1.252450e+06 0.098964 0 1e-01
1.360793e+06 0.100000  1.360834e+06 0.020226 0 2e-02  1.360766e+06 0.098541 0 1e-01
1.478471e+06 0.100000  1.478443e+06 0.020078 0 5e-02  1.478481e+06 0.098007 0 1e-01
1.606325e+06 0.100000  1.606265e+06 0.018756 0 5e-02  1.606290e+06 0.097620 0 1e-01
1.745235e+06 0.100000  1.745234e+06 0.016569 0 2e-02  1.745216e+06 0.096808 0 1e-01
1.896158e+06 0.100000  1.896202e+06 0.014446 0 2e-02  1.896170e+06 0.096140 0 1e-01
2.060133e+06 0.100000  2.060146e+06 0.012431 0 2e-02  2.060139e+06 0.095334 0 1e-01
2.238287e+06 0.100000  2.238192e+06 0.010553 0 2e-02  2.238247e+06 0.094702 0 1e-01
2.431848e+06 0.100000  2.431960e+06 0.008936 0 2e-02  2.431769e+06 0.093789 0 1e-01
2.642147e+06 0.100000  2.642153e+06 0.006971 0 1e-02  2.642079e+06 0.092793 0 1e-01
2.870632e+06 0.100000  2.870716e+06 0.005877 0 1e-02  2.870606e+06 0.091656 0 1e-01
3.118877e+06 0.100000  3.118909e+06 0.004832 0 1e-02  3.118916e+06 0.090374 0 1e-01
3.388588e+06 0.100000  3.388389e+06 0.004062 0 1e-02  3.388432e+06 0.088728 0 1e-01
3.681624e+06 0.100000  3.681423e+06 0.003396 0 1e-02  3.681667e+06 0.086725 0 1e-01
4.000000e+06 0.100000  4.000091e+06 0.002785 0 1e-02  4.000170e+06 0.085198 0 1e-01
