# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
1.574913e+05 0.010000  1.574923e+05 0.047034 0 5e-02  1.574893e+05 0.009918 0 1e-02
1.711107e+05 0.010000  1.711094e+05 0.044620 0 5e-02  1.711074e+05 0.009895 0 1e-02
1.859079e+05 0.010000  1.859071e+05 0.042309 0 5e-02  1.859038e+05 0.009927 0 1e-02
2.019847e+05 0.010000  2.019769e+05 0.040083 0 5e-02  2.019872e+05 0.009911 0 1e-02
2.194517e+05 0.010000  2.194494e+05 0.038110 0 5e-02  2.194488e+05 0.009892 0 1e-02
2.384293e+05 0.010000  2.384237e+05 0.036371 0 5e-02  2.384296e+05 0.009903 0 1e-02
2.590480e+05 0.010000  2.590347e+05 0.034871 0 5e-02  2.590447e+05 0.009900 0 1e-02
2.814497e+05 0.010000  2.814480e+05 0.033405 0 5e-02  2.814426e+05 0.009923 0 1e-02
3.057887e+05 0.010000  3.057867e+05 0.031920 0 5e-02  3.057843e+05 0.009929 0 1e-02
3.322324e+05 0.010000  3.322385e+05 0.031136 0 5e-02  3.322340e+05 0.009875 0 1e-02
3.609629e+05 0.010000  3.609627e+05 0.030088 0 5e-02  3.609523e+05 0.009859 0 1e-02
3.921780e+05 0.010000  3.921686e+05 0.029505 0 5e-02  3.921752e+05 0.009837 0 1e-02
4.260924e+05 0.010000  4.260786e+05 0.029010 0 5e-02  4.261020e+05 0.009836 0 1e-02
4.629397e+05 0.010000  4.629398e+05 0.028796 0 5e-02  4.629259e+05 0.009854 0 1e-02
5.029734e+05 0.010000  5.029671e+05 0.028895 0 5e-02  5.029637e+05 0.009903 0 1e-02
5.464691e+05 0.010000  5.464597e+05 0.029046 0 5e-02  5.464685e+05 0.009760 0 1e-02
5.937262e+05 0.010000  5.937070e+05 0.029273 0 5e-02  5.937023e+05 0.009771 0 1e-02
6.450699e+05 0.010000  6.450415e+05 0.029746 0 5e-02  6.450573e+05 0.009743 0 1e-02
7.008537e+05 0.010000  7.008951e+05 0.029519 0 5e-02  7.008594e+05 0.009714 0 1e-02
7.614616e+05 0.010000  7.614328e+05 0.030227 0 5e-02  7.614344e+05 0.009727 0 1e-02
8.273106e+05 0.010000  8.272920e+05 0.030023 0 5e-02  8.272893e+05 0.009706 0 1e-02
8.988541e+05 0.010000  8.988572e+05 0.028926 0 5e-02  8.988648e+05 0.009585 0 1e-02
9.765844e+05 0.010000  9.765805e+05 0.027483 0 5e-02  9.765841e+05 0.009514 0 1e-02
1.061037e+06 0.010000  1.061018e+06 0.025135 0 5e-02  1.061016e+06 0.009457 0 1e-02
1.152792e+06 0.010000  1.152742e+06 0.022529 0 5e-02  1.152777e+06 0.009403 0 1e-02
1.252482e+06 0.010000  1.252423e+06 0.019688 0 5e-02  1.252484e+06 0.009250 0 1e-02
1.360793e+06 0.010000  1.360789e+06 0.016761 0 2e-02  1.360747e+06 0.009164 0 1e-02
1.478471e+06 0.010000  1.478451e+06 0.014147 0 2e-02  1.478481e+06 0.009085 0 1e-02
1.606325e+06 0.010000  1.606366e+06 0.011493 0 2e-02  1.606382e+06 0.008941 0 1e-02
1.745235e+06 0.010000  1.745222e+06 0.009026 0 2e-02  1.745276e+06 0.008803 0 1e-02
1.896158e+06 0.010000  1.896092e+06 0.006879 0 2e-02  1.896055e+06 0.009120 0 2e-02
2.060133e+06 0.010000  2.060036e+06 0.004760 0 1e-02  2.060036e+06 0.008462 0 1e-02
2.238287e+06 0.010000  2.238076e+06 0.003399 0 1e-02  2.238207e+06 0.008266 0 1e-02
2.431848e+06 0.010000  2.431789e+06 0.002503 0 2e-02  2.431880e+06 0.008681 0 2e-02
2.642147e+06 0.010000  2.642245e+06 0.001711 0 1e-02  2.642040e+06 0.007778 0 1e-02
2.870632e+06 0.010000  2.870600e+06 0.001116 0 1e-02  2.870627e+06 0.007482 0 1e-02
3.118877e+06 0.010000  3.118868e+06 0.000789 0 1e-02  3.118849e+06 0.007114 0 1e-02
3.388588e+06 0.010000  3.388683e+06 0.000491 0 1e-02  3.388647e+06 0.006821 0 1e-02
3.681624e+06 0.010000  3.682155e+06 0.000294 0 1e-02  3.681702e+06 0.006485 0 1e-02
4.000000e+06 0.010000  3.735392e+06 -0.000008 0 1e-02  3.999746e+06 0.006077 0 1e-02
