# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
3.322324e+05 0.010000  3.322358e+05 0.183080 0 2e-01  3.322265e+05 0.009869 0 1e-02
3.609629e+05 0.010000  3.609664e+05 0.173355 0 2e-01  3.609563e+05 0.009867 0 1e-02
3.921780e+05 0.010000  3.921687e+05 0.164542 0 2e-01  3.921713e+05 0.009841 0 1e-02
4.260924e+05 0.010000  4.260969e+05 0.157082 0 2e-01  4.260843e+05 0.009830 0 1e-02
4.629397e+05 0.010000  4.629390e+05 0.150264 0 2e-01  4.629424e+05 0.009811 0 1e-02
5.029734e+05 0.010000  5.029796e+05 0.144083 0 2e-01  5.029686e+05 0.009798 0 1e-02
5.464691e+05 0.010000  5.464604e+05 0.138561 0 2e-01  5.464782e+05 0.009760 0 1e-02
5.937262e+05 0.010000  5.937318e+05 0.133196 0 2e-01  5.937266e+05 0.009723 0 1e-02
6.450699e+05 0.010000  6.450527e+05 0.128517 0 2e-01  6.450522e+05 0.009731 0 1e-02
7.008537e+05 0.010000  7.008558e+05 0.123046 0 2e-01  7.008375e+05 0.009718 0 1e-02
7.614616e+05 0.010000  7.614577e+05 0.116618 0 2e-01  7.614649e+05 0.009656 0 1e-02
8.273106e+05 0.010000  8.273186e+05 0.108515 0 2e-01  8.273246e+05 0.009599 0 1e-02
8.988541e+05 0.010000  8.988471e+05 0.098647 0 2e-01  8.988565e+05 0.009549 0 1e-02
9.765844e+05 0.010000  9.765742e+05 0.087432 0 1e-01  9.765755e+05 0.009488 0 1e-02
1.061037e+06 0.010000  1.061014e+06 0.075455 0 1e-01  1.061017e+06 0.009421 0 1e-02
1.152792e+06 0.010000  1.152777e+06 0.063716 0 1e-01  1.152752e+06 0.009329 0 1e-02
1.252482e+06 0.010000  1.252440e+06 0.052579 0 1e-01  1.252482e+06 0.009217 0 1e-02
1.360793e+06 0.010000  1.360790e+06 0.042761 0 1e-01  1.360788e+06 0.009161 0 1e-02
1.478471e+06 0.010000  1.478433e+06 0.033798 0 5e-02  1.478423e+06 0.009034 0 1e-02
1.606325e+06 0.010000  1.606292e+06 0.026114 0 5e-02  1.606285e+06 0.008908 0 1e-02
1.745235e+06 0.010000  1.745222e+06 0.019666 0 5e-02  1.745266e+06 0.008809 0 1e-02
1.896158e+06 0.010000  1.896147e+06 0.014150 0 5e-02  1.896121e+06 0.009033 0 2e-02
2.060133e+06 0.010000  2.060090e+06 0.010027 0 5e-02  2.060146e+06 0.008853 0 2e-02
2.238287e+06 0.010000  2.238195e+06 0.006621 0 2e-02  2.238233e+06 0.008174 0 1e-02
2.431848e+06 0.010000  2.431699e+06 0.004786 0 5e-02  2.431883e+06 0.008872 0 5e-02
2.642147e+06 0.010000  2.641908e+06 0.003189 0 5e-02  2.642075e+06 0.008766 0 5e-02
2.870632e+06 0.010000  0.000000e+00 0.000000 0 2e-02  2.870513e+06 0.008126 0 2e-02
3.118877e+06 0.010000  0.000000e+00 0.000000 0 1e-02  3.118950e+06 0.007063 0 1e-02
3.388588e+06 0.010000  3.387711e+06 0.000925 0 2e-02  3.388395e+06 0.007634 0 2e-02
3.681624e+06 0.010000  0.000000e+00 0.000000 0 1e-02  3.681770e+06 0.006366 0 1e-02
4.000000e+06 0.010000  0.000000e+00 0.000000 0 1e-02  3.999714e+06 0.005994 0 1e-02
