# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
1.711107e+05 0.100000  1.711108e+05 0.026673 0 5e-02  1.711064e+05 0.101442 0 2e-01
1.859079e+05 0.100000  1.859035e+05 0.029146 0 5e-02  1.859045e+05 0.101401 0 2e-01
2.019847e+05 0.100000  2.019841e+05 0.031959 0 5e-02  2.019815e+05 0.101424 0 2e-01
2.194517e+05 0.100000  2.194500e+05 0.035017 0 5e-02  2.194528e+05 0.101361 0 2e-01
2.384293e+05 0.100000  2.384220e+05 0.038577 0 5e-02  2.384272e+05 0.101438 0 2e-01
2.590480e+05 0.100000  2.590452e+05 0.042390 0 5e-02  2.590497e+05 0.101317 0 2e-01
2.814497e+05 0.100000  2.814445e+05 0.046842 0 5e-02  2.814517e+05 0.101384 0 2e-01
3.057887e+05 0.100000  3.057817e+05 0.051833 0 5e-02  3.057817e+05 0.101351 0 2e-01
3.322324e+05 0.100000  3.322279e+05 0.057577 0 1e-01  3.322309e+05 0.101253 0 2e-01
3.609629e+05 0.100000  3.609575e+05 0.064093 0 1e-01  3.609550e+05 0.101357 0 2e-01
3.921780e+05 0.100000  3.921828e+05 0.071590 0 1e-01  3.921747e+05 0.101238 0 2e-01
4.260924e+05 0.100000  4.260955e+05 0.080269 0 1e-01  4.260939e+05 0.101174 0 2e-01
4.629397e+05 0.100000  4.629284e+05 0.090599 0 1e-01  4.629345e+05 0.101254 0 2e-01
5.029734e+05 0.100000  5.029638e+05 0.102373 0 1e-01  5.029611e+05 0.101144 0 2e-01
5.464691e+05 0.100000  5.464677e+05 0.116120 0 2e-01  5.464661e+05 0.100957 0 2e-01
5.937262e+05 0.100000  5.937172e+05 0.132179 0 2e-01  5.937178e+05 0.100955 0 2e-01
6.450699e+05 0.100000  6.450722e+05 0.150107 0 2e-01  6.450638e+05 0.100856 0 2e-01
7.008537e+05 0.100000  7.008405e+05 0.169921 0 2e-01  7.008383e+05 0.100809 0 2e-01
7.614616e+05 0.100000  7.614590e+05 0.189574 0 2e-01  7.614455e+05 0.100528 0 2e-01
8.273106e+05 0.100000  8.272946e+05 0.209622 0 2e-01  8.273179e+05 0.100298 0 2e-01
8.988541e+05 0.100000  8.988457e+05 0.226062 0 5e-01  8.988495e+05 0.100238 0 2e-01
9.765844e+05 0.100000  9.765871e+05 0.236712 0 5e-01  9.765597e+05 0.100223 0 2e-01
1.061037e+06 0.100000  1.061044e+06 0.241640 0 5e-01  1.061021e+06 0.100053 0 2e-01
1.152792e+06 0.100000  1.152798e+06 0.240204 0 5e-01  1.152783e+06 0.099736 0 2e-01
1.252482e+06 0.100000  1.252467e+06 0.232474 0 5e-01  1.252461e+06 0.099383 0 1e-01
1.360793e+06 0.100000  1.360781e+06 0.216372 0 5e-01  1.360798e+06 0.098896 0 1e-01
1.478471e+06 0.100000  1.478432e+06 0.186954 0 5e-01  1.478449e+06 0.098691 0 1e-01
1.606325e+06 0.100000  1.606314e+06 0.148666 0 2e-01  1.606307e+06 0.098212 0 1e-01
1.745235e+06 0.100000  1.745234e+06 0.113082 0 2e-01  1.745180e+06 0.097606 0 1e-01
1.896158e+06 0.100000  1.896127e+06 0.083346 0 2e-01  1.896110e+06 0.096633 0 1e-01
2.060133e+06 0.100000  2.060147e+06 0.059641 0 1e-01  2.060160e+06 0.095370 0 1e-01
2.238287e+06 0.100000  2.238235e+06 0.042234 0 1e-01  2.238243e+06 0.094495 0 1e-01
2.431848e+06 0.100000  2.431804e+06 0.029161 0 5e-02  2.431837e+06 0.092929 0 1e-01
2.642147e+06 0.100000  2.642018e+06 0.020268 0 5e-02  2.642146e+06 0.091658 0 1e-01
2.870632e+06 0.100000  2.870550e+06 0.013951 0 5e-02  2.870564e+06 0.089971 0 1e-01
3.118877e+06 0.100000  3.118865e+06 0.009150 0 2e-02  3.118812e+06 0.087542 0 1e-01
3.388588e+06 0.100000  3.388531e+06 0.005449 0 1e-02  3.388614e+06 0.085738 0 1e-01
3.681624e+06 0.100000  3.681434e+06 0.003705 0 1e-02  3.681632e+06 0.082978 0 1e-01
4.000000e+06 0.100000  3.998295e+06 0.002512 0 1e-02  3.999813e+06 0.080734 0 1e-01
