# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
5.253056e+03 0.001000  5.253126e+03 0.775220 0 1e+00  5.253015e+03 0.000842 0 1e-02
5.707325e+03 0.001000  5.707139e+03 0.764884 0 1e+00  5.707105e+03 0.000843 0 1e-02
6.200878e+03 0.001000  6.200869e+03 0.753810 0 1e+00  6.200949e+03 0.000844 0 1e-02
6.737112e+03 0.001000  6.737241e+03 0.739904 0 1e+00  6.737201e+03 0.000843 0 1e-02
7.319719e+03 0.001000  7.319596e+03 0.726482 0 1e+00  7.319726e+03 0.000845 0 1e-02
7.952707e+03 0.001000  7.953145e+03 0.716504 0 1e+00  7.953646e+03 0.000862 0 1e-02
8.640435e+03 0.001000  8.640339e+03 0.690048 0 1e+00  8.640478e+03 0.000841 0 1e-02
9.387635e+03 0.001000  9.387536e+03 0.671010 0 1e+00  9.387605e+03 0.000845 0 1e-02
1.019945e+04 0.001000  1.019918e+04 0.649920 0 1e+00  1.019928e+04 0.000847 0 1e-02
1.108147e+04 0.001000  1.108120e+04 0.629688 0 1e+00  1.108133e+04 0.000848 0 1e-02
1.203976e+04 0.001000  1.203952e+04 0.606448 0 1e+00  1.203983e+04 0.000852 0 1e-02
1.308093e+04 0.001000  1.308062e+04 0.579408 0 1e+00  1.308008e+04 0.000849 0 1e-02
1.421213e+04 0.001000  1.421224e+04 0.556888 0 1e+00  1.421227e+04 0.000855 0 1e-02
1.544116e+04 0.001000  1.544118e+04 0.529830 0 1e+00  1.544116e+04 0.000857 0 1e-02
1.677646e+04 0.001000  1.677555e+04 0.509216 0 1e+00  1.677616e+04 0.000864 0 1e-02
1.822724e+04 0.001000  1.822694e+04 0.477356 0 1e+00  1.822620e+04 0.000857 0 1e-02
1.980348e+04 0.001000  1.980229e+04 0.451966 0 1e+00  1.980215e+04 0.000866 0 2e-02
2.151603e+04 0.001000  2.151467e+04 0.428920 0 1e+00  2.151471e+04 0.000875 0 2e-02
2.337668e+04 0.001000  2.337596e+04 0.404652 0 1e+00  2.337636e+04 0.000879 0 2e-02
2.539823e+04 0.001000  2.539836e+04 0.384386 0 5e-01  2.539878e+04 0.000890 0 1e-02
2.759459e+04 0.001000  2.759475e+04 0.361652 0 1e+00  2.759479e+04 0.000901 0 2e-02
2.998090e+04 0.001000  2.997943e+04 0.335284 0 5e-01  2.998007e+04 0.000908 0 1e-02
3.257356e+04 0.001000  3.257345e+04 0.315300 0 5e-01  3.257480e+04 0.000892 0 1e-02
3.539043e+04 0.001000  3.538981e+04 0.290090 0 5e-01  3.538897e+04 0.000891 0 1e-02
3.845089e+04 0.001000  3.844958e+04 0.266884 0 5e-01  3.845034e+04 0.000880 0 1e-02
4.177601e+04 0.001000  4.177716e+04 0.244836 0 5e-01  4.177648e+04 0.000870 0 1e-02
4.538868e+04 0.001000  4.538803e+04 0.227630 0 5e-01  4.539226e+04 0.000860 0 1e-02
4.931377e+04 0.001000  4.931214e+04 0.203706 0 5e-01  4.931152e+04 0.000842 0 1e-02
5.357828e+04 0.001000  5.358486e+04 0.191760 0 5e-01  5.358043e+04 0.000859 0 1e-02
5.821158e+04 0.001000  5.821025e+04 0.177753 0 5e-01  5.820773e+04 0.000870 0 2e-02
6.324555e+04 0.001000  6.324550e+04 0.164010 0 5e-01  6.324111e+04 0.000869 0 2e-02
6.871485e+04 0.001000  6.871153e+04 0.150632 0 5e-01  6.871144e+04 0.000851 0 2e-02
7.465711e+04 0.001000  7.465743e+04 0.139831 0 5e-01  7.466187e+04 0.000855 0 2e-02
8.111325e+04 0.001000  8.110872e+04 0.129337 0 5e-01  8.111375e+04 0.000859 0 2e-02
8.812769e+04 0.001000  8.813676e+04 0.118083 0 5e-01  8.814213e+04 0.000805 0 2e-02
9.574872e+04 0.001000  9.574046e+04 0.110493 0 5e-01  9.573772e+04 0.000876 0 2e-02
1.040288e+05 0.001000  1.040324e+05 0.101041 0 5e-01  1.040412e+05 0.000847 0 2e-02
1.130249e+05 0.001000  1.130004e+05 0.092882 0 5e-01  1.130183e+05 0.000848 0 2e-02
1.227990e+05 0.001000  1.227820e+05 0.085685 0 5e-01  1.227981e+05 0.000867 0 5e-02
1.334183e+05 0.001000  1.334068e+05 0.082911 0 5e-01  1.334229e+05 0.000839 0 5e-02
1.449559e+05 0.001000  1.449135e+05 0.071284 0 5e-01  1.449580e+05 0.000847 0 5e-02
1.574913e+05 0.001000  1.575165e+05 0.066024 0 5e-01  1.574866e+05 0.000839 0 5e-02
1.711107e+05 0.001000  1.710426e+05 0.062439 0 5e-01  1.711211e+05 0.000849 0 5e-02
1.859079e+05 0.001000  1.858779e+05 0.057785 0 5e-01  1.859053e+05 0.000840 0 5e-02
2.019847e+05 0.001000  2.018759e+05 0.052857 0 5e-01  2.019773e+05 0.000856 0 5e-02
2.194517e+05 0.001000  2.194347e+05 0.049917 0 5e-01  2.194412e+05 0.000833 0 5e-02
2.384293e+05 0.001000  2.383991e+05 0.046294 0 5e-01  2.384332e+05 0.000853 0 1e-01
#2.590480e+05 0.001000  0.000000e+00 0.000000 0 1e-01  2.590371e+05 0.000850 0 2e-02
2.814497e+05 0.001000  2.815325e+05 0.040441 0 5e-01  2.813716e+05 0.000834 0 5e-01
3.057887e+05 0.001000  3.056465e+05 0.037073 0 5e-01  3.057057e+05 0.000845 0 1e-01
3.322324e+05 0.001000  3.320783e+05 0.032830 0 5e-01  3.321854e+05 0.000830 0 1e-01
3.609629e+05 0.001000  3.612489e+05 0.030560 0 5e-01  3.609307e+05 0.000829 0 1e-01
3.921780e+05 0.001000  3.922637e+05 0.030520 0 5e-01  3.921747e+05 0.000836 0 1e-01
4.260924e+05 0.001000  4.261267e+05 0.029941 0 5e-01  4.260555e+05 0.000833 0 1e-01
#4.629397e+05 0.001000  0.000000e+00 0.000000 0 5e-02  4.630141e+05 0.000799 0 1e-02
5.029734e+05 0.001000  5.027929e+05 0.025553 0 2e-01  5.030210e+05 0.000838 0 2e-01
5.464691e+05 0.001000  5.461492e+05 0.022982 0 2e-01  5.464788e+05 0.000837 0 5e-02
5.937262e+05 0.001000  5.937393e+05 0.022602 0 5e-01  5.937449e+05 0.000895 0 1e-01
6.450699e+05 0.001000  6.451342e+05 0.021708 0 5e-01  6.449479e+05 0.000856 0 1e-01
7.008537e+05 0.001000  7.008041e+05 0.020091 0 5e-01  7.008326e+05 0.000842 0 1e-01
7.614616e+05 0.001000  7.614545e+05 0.019660 0 5e-01  7.615438e+05 0.000837 0 1e-01
#8.273106e+05 0.001000  0.000000e+00 0.000000 0 5e-02  8.272650e+05 0.000835 0 2e-02
#8.988541e+05 0.001000  0.000000e+00 0.000000 0 1e-02  8.989050e+05 0.000806 0 1e-02
9.765844e+05 0.001000  9.766617e+05 0.014470 0 5e-01  9.763093e+05 0.000816 0 5e-01
1.061037e+06 0.001000  1.060667e+06 0.011718 0 5e-01  1.060897e+06 0.000819 0 2e-01
1.152792e+06 0.001000  1.151246e+06 0.008800 0 5e-01  1.152649e+06 0.000801 0 2e-01
1.252482e+06 0.001000  1.252070e+06 0.006824 0 5e-01  1.252454e+06 0.000778 0 5e-01
#1.360793e+06 0.001000  0.000000e+00 0.000000 0 2e-02  1.360882e+06 0.000780 0 2e-02
#1.478471e+06 0.001000  0.000000e+00 0.000000 0 2e-02  1.478805e+06 0.000817 0 2e-02
1.606325e+06 0.001000  1.605705e+06 0.004388 0 5e-01  1.606216e+06 0.000849 0 5e-01
#1.745235e+06 0.001000  0.000000e+00 0.000000 0 1e-01  1.746191e+06 0.000863 0 1e-01
1.896158e+06 0.001000  1.891301e+06 0.001231 0 2e-01  1.895985e+06 0.000879 0 2e-01
#2.060133e+06 0.001000  0.000000e+00 0.000000 0 1e-02  2.060203e+06 0.000742 0 1e-02
#2.238287e+06 0.001000  0.000000e+00 0.000000 0 2e-02  2.238044e+06 0.000785 0 2e-02
#2.431848e+06 0.001000  2.423346e+06 0.000033 0 2e-01  2.431764e+06 0.000781 0 2e-01
#2.642147e+06 0.001000  0.000000e+00 0.000000 0 1e-02  2.642710e+06 0.000626 0 1e-02
#2.870632e+06 0.001000  2.924634e+06 -0.001396 0 5e-01  2.871032e+06 0.000834 0 5e-01
#3.118877e+06 0.001000  0.000000e+00 0.000000 0 1e-02  3.118534e+06 0.000605 0 1e-02
#3.388588e+06 0.001000  3.506632e+06 -0.001018 0 5e-01  3.388834e+06 0.000760 0 5e-01
#3.681624e+06 0.001000  0.000000e+00 0.000000 0 1e-02  3.681988e+06 0.000555 0 1e-02
#4.000000e+06 0.001000  0.000000e+00 0.000000 0 1e-02  3.999941e+06 0.000534 0 1e-02
